scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,collision_episodes,obstacle_collision_episodes,robot_collision_episodes,obstacle_episodes_obstacle_initiated,obstacle_episodes_robot_initiated,minimum_clearance_mm,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms
random-s0-0003,visibility,once,0.0,20.0,30.0,1,0,1,1,0,0,1,-91.52948549182896,10.130660500414194,-91.52948549182896,160.0
random-s0-0003,visibility,cycle,0.0,20.0,30.0,1,0,0,0,0,0,0,34.832994720622935,49.0927403002344,34.832994720622935,0.0
random-s0-0003,visibility,cycle,0.0,100.0,30.0,1,0,0,0,0,0,0,41.75838315446288,46.28285516144143,41.75838315446288,0.0
random-s0-0003,visibility,cycle,50.0,20.0,30.0,1,0,0,0,0,0,0,3.5548047082383505,3.5548047082383505,55.505262870049705,0.0
random-s0-0003,visibility,cycle,50.0,100.0,30.0,1,0,1,0,1,0,0,-108.720888062946,-108.720888062946,58.48139840860287,79.99999999999991
random-s0-0003,visibility,cycle,150.0,20.0,30.0,1,0,0,0,0,0,0,115.13386793114744,173.37189417981227,115.13386793114744,0.0
random-s0-0003,visibility,cycle,150.0,100.0,30.0,1,0,0,0,0,0,0,48.55388020648954,48.55388020648954,115.13386793114744,0.0
random-s0-0003,visibility,event,0.0,20.0,30.0,1,0,0,0,0,0,0,30.158778345459808,30.158778345459808,45.25862855617933,0.0
random-s0-0003,visibility,event,0.0,100.0,30.0,1,0,0,0,0,0,0,30.76274611846597,30.76274611846597,38.87028027303776,0.0
random-s0-0003,visibility,event,50.0,20.0,30.0,1,0,0,0,0,0,0,30.246060465099788,30.246060465099788,80.0637313144203,0.0
random-s0-0003,visibility,event,50.0,100.0,30.0,1,0,0,0,0,0,0,30.115226606166686,30.115226606166686,73.64997338318935,0.0
random-s0-0003,visibility,event,150.0,20.0,30.0,1,0,0,0,0,0,0,25.663799576313608,25.663799576313608,115.13386793114744,0.0
random-s0-0003,visibility,event,150.0,100.0,30.0,1,0,1,0,1,0,0,-139.23414991647502,-139.23414991647502,115.13386793114744,440.0000000000001
random-s0-0004,voronoi,once,0.0,20.0,30.0,1,0,4,0,4,0,0,-115.63095203453436,-115.63095203453436,5.564858130567728,520.0000000000001
random-s0-0004,voronoi,cycle,0.0,20.0,30.0,1,0,0,0,0,0,0,12.951715460442244,60.759413666771536,12.951715460442244,0.0
random-s0-0004,voronoi,cycle,0.0,100.0,30.0,1,0,2,0,2,0,0,-20.76087815857619,-20.76087815857619,66.16159730458631,79.99999999999991
random-s0-0004,voronoi,cycle,50.0,20.0,30.0,1,0,0,0,0,0,0,13.88310288187128,13.88310288187128,74.68916799167695,0.0
random-s0-0004,voronoi,cycle,50.0,100.0,30.0,1,0,0,0,0,0,0,35.8350216324865,35.8350216324865,146.3140787372442,0.0
random-s0-0004,voronoi,cycle,150.0,20.0,30.0,1,0,0,0,0,0,0,8.151526547971429,8.151526547971429,69.4504600839297,0.0
random-s0-0004,voronoi,cycle,150.0,100.0,30.0,1,0,0,0,0,0,0,60.62974439203043,199.42177253888912,60.62974439203043,0.0
random-s0-0004,voronoi,event,0.0,20.0,30.0,1,0,0,0,0,0,0,3.513648867507925,4.377202067071522,3.513648867507925,0.0
random-s0-0004,voronoi,event,0.0,100.0,30.0,1,0,1,0,1,0,0,-5.655254218255294,-5.655254218255294,74.30215829263139,20.0
random-s0-0004,voronoi,event,50.0,20.0,30.0,1,0,1,1,0,1,0,-10.279870616217522,35.29912642083471,-10.279870616217522,239.99999999999488
