planner,prediction_horizon_ms,replan_period_ms,n,collision_free_%,completed_%,near_miss_free_%,replans_mean,planning_ms_median,planning_ms_per_sim_s_median,p95_call_ms_median,runs_with_call_over_budget_%,time_to_goal_s_median
voronoi,20.0,20.0,191,89.00523560209425,100.0,46.596858638743456,6.842931937172775,23.270875998605334,7.788290540517929,0.0489169999582372,0.5235602094240838,2.920000000000002
voronoi,20.0,50.0,191,84.81675392670157,100.0,49.73821989528796,3.837696335078534,15.662139001960895,5.027413053985146,0.051644999985001,0.0,2.9699999999999975
voronoi,20.0,100.0,191,82.19895287958116,100.0,50.78534031413613,2.518324607329843,10.461747001045296,3.783757633824583,0.0555770002392819,0.0,2.9000000000000012
voronoi,20.0,200.0,191,73.82198952879581,100.0,53.403141361256544,1.6963350785340314,8.872303000089232,2.873552631100258,3.739643000017168,0.0,2.9400000000000004
voronoi,50.0,20.0,191,87.95811518324608,100.0,62.82722513089005,9.863874345549739,26.650568999230018,8.527519192128489,0.0493980001010641,0.0,3.0400000000000023
voronoi,50.0,50.0,191,89.52879581151832,100.0,65.44502617801047,4.738219895287958,16.53226800056018,5.086778730892264,0.0522049999744922,0.0,3.069999999999997
voronoi,50.0,100.0,191,84.81675392670157,100.0,62.30366492146597,3.0418848167539267,10.987002000547363,3.891180596868781,0.0567340000543481,0.0,3.0800000000000014
voronoi,50.0,200.0,191,79.05759162303664,100.0,61.78010471204188,1.963350785340314,9.02205999977923,2.9269292210077076,3.7665479999304807,0.0,3.0800000000000005
voronoi,100.0,20.0,191,89.52879581151832,100.0,76.96335078534031,16.82198952879581,32.95130500328014,9.267332478317313,0.0514200000907294,0.5235602094240838,3.2400000000000024
voronoi,100.0,50.0,191,86.91099476439791,100.0,72.77486910994764,8.37696335078534,20.03301799925339,5.7224958650659214,0.0533970001015404,0.0,3.2499999999999964
voronoi,100.0,100.0,191,84.81675392670157,100.0,70.68062827225131,5.382198952879581,14.209881999477147,4.0962303411751595,0.0613170000178797,0.0,3.2800000000000016
voronoi,100.0,200.0,191,76.96335078534031,100.0,61.25654450261781,3.3612565445026177,10.164266001993385,3.300879090988267,3.833252999925208,0.0,3.2400000000000007
voronoi,150.0,20.0,191,92.14659685863874,100.0,86.38743455497382,22.528795811518325,40.96176500479487,10.46778375055623,0.0530430002072535,0.0,3.5000000000000027
voronoi,150.0,50.0,191,90.0523560209424,100.0,79.58115183246073,11.570680628272251,23.513532999004383,5.942042944828097,0.0567619999856106,0.0,3.4899999999999958
voronoi,150.0,100.0,191,87.43455497382199,100.0,77.4869109947644,6.989528795811518,17.321868000180984,4.207953680875412,0.0659030001770588,0.0,3.540000000000002
voronoi,150.0,200.0,191,77.4869109947644,100.0,65.96858638743456,4.2460732984293195,12.823116000163282,3.3677368182339182,3.828349999935199,0.0,3.500000000000001
voronoi,200.0,20.0,191,91.62303664921467,100.0,86.91099476439791,31.848167539267017,47.35171800086846,11.470739098297736,0.0563769999644137,0.0,3.7200000000000024
voronoi,200.0,50.0,191,91.62303664921467,100.0,86.38743455497382,16.0,29.254368002966658,7.081701239468585,0.0620729997535818,0.5235602094240838,3.7699999999999947
voronoi,200.0,100.0,191,86.91099476439791,100.0,79.05759162303664,9.947643979057592,22.429563000514463,5.233281716349759,0.0908540000637003,0.0,3.8200000000000016
voronoi,200.0,200.0,191,83.24607329842932,100.0,70.68062827225131,6.361256544502618,13.521357999707108,3.4200744896772473,3.868068000087988,0.0,3.9200000000000017
