scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,collision_episodes,obstacle_collision_episodes,robot_collision_episodes,minimum_clearance_mm,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms
random-s0-0002,voronoi,event,50.0,100.0,0.0,1,0,0,0,0,61.70181927514437,61.70181927514437,100.6423267272774,0.0
random-s0-0002,voronoi,event,150.0,20.0,0.0,1,0,1,1,0,-5.632720580104092,193.33952495909008,-5.632720580104092,0.0
random-s0-0002,voronoi,event,150.0,100.0,0.0,1,0,2,2,0,-154.62917912480927,188.2444566040801,-154.62917912480927,1000.0000000000005
random-s0-0002,prm,once,0.0,20.0,0.0,1,0,3,3,0,-152.31157179247086,17.60907297929336,-152.31157179247086,980.0000000000006
random-s0-0002,prm,cycle,0.0,20.0,0.0,1,0,0,0,0,19.01742999419844,44.52118325697765,19.01742999419844,0.0
random-s0-0002,prm,cycle,0.0,100.0,0.0,1,0,0,0,0,58.81785729862341,135.5956992185092,58.81785729862341,0.0
random-s0-0002,prm,cycle,50.0,20.0,0.0,1,0,0,0,0,14.661499416374198,198.06234976541052,14.661499416374198,0.0
random-s0-0002,prm,cycle,50.0,100.0,0.0,1,0,0,0,0,66.03213681877833,227.89105844408408,66.03213681877833,0.0
random-s0-0002,prm,cycle,150.0,20.0,0.0,1,0,1,1,0,-80.70969744040768,171.27371967716368,-80.70969744040768,80.0
random-s0-0002,prm,cycle,150.0,100.0,0.0,1,0,1,1,0,-62.95331926308202,66.8246869813241,-62.95331926308202,60.0
random-s0-0002,prm,event,0.0,20.0,0.0,1,0,2,2,0,-152.31157179247086,70.76449953017357,-152.31157179247086,279.99999999999994
random-s0-0002,prm,event,0.0,100.0,0.0,1,0,2,2,0,-152.31157179247128,135.5956992185092,-152.31157179247128,340.0
random-s0-0002,prm,event,50.0,20.0,0.0,1,0,0,0,0,52.10307895836456,242.13900982934683,52.10307895836456,0.0
