scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,status,completed,failed_plans,time_to_goal_ms,simulated_duration_ms,wall_time_ms,realtime_factor,planned_path_length_mm,travelled_distance_mm,straight_line_mm,mean_final_error_mm,max_final_error_mm,max_final_speed_mmps
random-s0-0109,visibility,cycle,150.0,20.0,0.0,1,0,completed,True,0,2240.0000000000014,2240.0000000000014,255.53853199971851,8.765801315640603,15928.466357183526,15560.230294405615,15906.004185475354,58.80854655981486,59.66011204211235,
random-s0-0109,visibility,cycle,150.0,100.0,0.0,1,0,completed,True,0,2240.0000000000005,2240.0000000000005,56.9618059998902,39.32459585295309,15928.466357183526,15560.158989895428,15906.004185475354,59.01032106634187,59.66011204211235,
random-s0-0109,visibility,event,0.0,20.0,0.0,1,0,completed,True,0,2220.0000000000014,2220.0000000000014,179.57616199964832,12.36244262757074,15922.879198116629,15600.507446379115,15906.004185475354,58.93883400481767,59.66011204211235,
random-s0-0109,visibility,event,0.0,100.0,0.0,1,0,completed,True,0,2220.0000000000005,2220.0000000000005,67.96988299993245,32.661524516707004,15922.879198116629,15596.975948173167,15906.004185475354,59.01641005553236,59.66011204211235,
random-s0-0109,visibility,event,50.0,20.0,0.0,1,0,completed,True,0,2460.000000000002,2460.000000000002,174.44064700021045,14.102217816223956,15924.637610291007,15646.364761967814,15906.004185475354,59.08095183318269,59.66011204211235,
random-s0-0109,visibility,event,50.0,100.0,0.0,1,0,completed,True,0,2220.0000000000005,2220.0000000000005,34.47176400004537,64.40053372368988,15924.637610291007,15553.974970060866,15906.004185475354,59.31537593122806,59.82548049995448,
random-s0-0109,visibility,event,150.0,20.0,0.0,1,0,completed,True,0,2240.0000000000014,2240.0000000000014,108.30609599997842,20.68212300811256,15928.466357183526,15567.468340031464,15906.004185475354,58.64152498224502,59.66011204211235,
random-s0-0109,visibility,event,150.0,100.0,0.0,1,0,completed,True,0,2240.0000000000005,2240.0000000000005,46.505242999955954,48.16661209580438,15928.466357183526,15561.881876301544,15906.004185475354,58.98083871606582,59.66011204211235,
random-s0-0110,voronoi,once,0.0,20.0,0.0,1,0,completed,True,0,8519.999999999907,8519.999999999907,60.96871199997622,139.74380826682432,25995.62905413908,25484.997739653085,24703.5651055478,58.583588071153486,59.615441664496224,
random-s0-0110,voronoi,cycle,0.0,20.0,0.0,1,0,completed,True,0,3120.0000000000023,3120.0000000000023,455.4988599998069,6.849632949688008,25995.62905413908,26648.47768180644,24703.5651055478,58.81769380767778,59.90495195865706,
random-s0-0110,voronoi,cycle,0.0,100.0,0.0,1,0,completed,True,0,3400.000000000002,3400.000000000002,130.8621610000955,25.98153640453424,25995.62905413908,26880.81373574221,24703.5651055478,58.51827659824087,59.15462530513423,
