scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,replan_count,replan_failures,replan_attempts,blocked_ms,blocked_time_pct,any_replan_failure,rebuild_calls,check_calls,planner_calls,planning_time_ms_total,planning_time_ms_initial,planning_time_ms_max_call,planning_time_ms_p95_call,planning_time_ms_rebuild,planning_time_ms_check,replans_active_blocked,replans_route_blocked,replans_route_finished,replans_scheduled,replans_other,direct_path_switches,path_shift_mm_mean,path_shift_mm_max,heading_change_rad_per_m,sharp_turns
random-s0-0001,voronoi,cycle,50.0,20.0,0.0,1,0,124,5,129,100.0,3.3112582781456927,True,130,655,785,601.5372630026832,8.50727300030485,6.939484999747947,4.408089000207838,560.8817650017954,40.65549800088775,0,0,0,124,0,10,117.02710990442216,750.0,1.1840018840039293,4
random-s0-0001,voronoi,cycle,50.0,100.0,0.0,1,0,56,3,59,300.0,5.703422053231966,True,62,135,197,251.05367599644524,8.59126000023025,5.502598000020953,4.483075999814901,234.5079579990852,16.545717997360043,0,0,0,56,0,10,229.14364169309093,750.0,1.272330365636309,11
random-s0-0001,voronoi,cycle,150.0,20.0,0.0,1,0,431,13,444,260.0,4.942965779467704,True,437,609,1046,1822.6434709963544,12.626475000161008,21.58484200026578,4.55929500003549,1746.3766970026882,76.26677399366599,0,0,0,431,0,28,82.2804605002066,750.0,3.3089530985956066,20
random-s0-0001,voronoi,cycle,150.0,100.0,0.0,1,0,67,4,71,400.0,7.4626865671642175,True,73,132,205,469.62729100232536,24.658595000346395,20.60634300005404,8.439478000127565,424.5301190017017,45.09717200062369,0,0,0,67,0,15,251.33568881954392,750.0,1.815914563157062,17
random-s0-0001,voronoi,event,0.0,20.0,0.0,1,0,8,0,8,0.0,0.0,False,14,791,805,137.4796299942318,24.863673000254494,12.541730000066307,0.0477879998470598,75.64426799990542,61.83536199432638,8,0,0,0,0,7,325.075445967018,584.42666200772,0.4855949673094938,4
random-s0-0001,voronoi,event,0.0,100.0,0.0,1,0,8,0,8,0.0,0.0,False,14,153,167,47.64528099940435,17.04242499999964,8.548471999802132,0.0587079998695116,42.57832499934011,5.066956000064238,8,0,0,0,0,7,210.29628422855825,564.9958049973966,0.5113678706804179,6
random-s0-0001,voronoi,event,50.0,20.0,0.0,1,0,18,1,19,20.0,0.6097560975609752,True,24,787,811,168.83534699582015,16.76846199961801,9.508308000022224,0.050742999974318,111.20668699959424,57.62865999622591,16,2,0,0,0,10,271.6726958301481,673.2566222855338,0.6199716309861703,2
random-s0-0001,voronoi,event,50.0,100.0,0.0,1,0,20,2,22,200.0,3.6630036630036824,True,26,169,195,147.23008299688445,20.778876000349555,12.765201999627608,8.364248999896517,117.13594199954969,30.09414099733476,18,2,0,0,0,10,270.3210091392843,750.0000000000001,0.87821534408104,7
random-s0-0001,voronoi,event,150.0,20.0,0.0,1,0,99,3,102,60.0,0.9554140127388605,True,105,984,1089,450.69818700085307,29.050859000108176,13.013774000228295,0.1128789999711443,389.0441780031324,61.654008997720666,71,22,0,0,6,32,151.78778459719564,750.0,2.544586726766376,18
random-s0-0001,voronoi,event,150.0,100.0,0.0,1,0,30,3,33,300.0,5.084745762711898,True,36,183,219,213.18578999580492,25.428187999295915,12.48984699986977,8.456910999939282,177.82032599779996,35.365463998005,22,6,0,0,2,13,210.30105749477573,617.259209374986,0.9375165563258916,4
random-s0-0001,prm,once,0.0,20.0,0.0,1,0,0,0,0,0.0,0.0,False,6,0,6,21.245305000320517,21.245305000320517,10.6548170001588,10.6548170001588,21.245305000320517,0.0,0,0,0,0,0,0,0.0,0.0,0.0462803450572755,0
random-s0-0001,prm,cycle,0.0,20.0,0.0,1,0,76,0,76,0.0,0.0,False,82,663,745,1336.6520900090109,29.57514500030811,23.18010499993761,14.738458000010723,1131.9048699988343,204.74722001017653,0,0,0,76,0,12,85.2663614455502,719.0022413736165,0.5808388504391399,1
random-s0-0001,prm,cycle,0.0,100.0,0.0,1,0,15,3,18,300.0,9.999999999999995,True,21,130,151,146.07397599456817,25.576984999588603,14.505952000035904,6.660661000296386,128.25631399937265,17.81766199519552,0,0,0,15,0,5,164.23964811026127,404.693223793076,0.2288883729944237,0
random-s0-0001,prm,cycle,50.0,20.0,0.0,1,0,92,19,111,380.0,11.728395061728387,True,98,660,758,1072.8579999986323,21.58854899971629,26.428511000176517,10.14182199969582,972.5883449978028,100.26965500082952,0,0,0,92,0,10,146.9093630077938,750.0,1.175088435143692,9
random-s0-0001,prm,cycle,50.0,100.0,0.0,1,0,17,4,21,400.0,12.269938650306743,True,23,131,154,143.87619599983736,13.626866999857157,9.059001999958127,6.55195699982869,125.8112849986901,18.064911001147262,0,0,0,17,0,5,230.54494728984204,579.9542624696579,0.3643590032187113,1
random-s0-0001,prm,cycle,150.0,20.0,0.0,1,0,148,119,267,2380.0,71.25748502994006,True,154,691,845,1007.1312380073324,18.940595999993093,11.994945999958873,6.158520000099088,920.689372999732,86.44186500760043,0,0,0,148,0,9,211.9774548291047,750.0000000000001,2.305413885323774,20
random-s0-0001,prm,cycle,150.0,100.0,0.0,1,0,32,21,53,2100.0,57.06521739130432,True,38,135,173,224.16620499961937,18.854435999401176,7.49846900043849,6.469424999977491,207.04223799884855,17.12396700077079,0,0,0,32,0,7,313.0915585270646,750.0,0.91854792333511,8
random-s0-0001,prm,event,0.0,20.0,0.0,1,0,9,0,9,0.0,0.0,False,15,782,797,109.49733600455149,13.020434000281966,13.354747999983374,0.0421400000050198,89.42460200069036,20.072734003861115,9,0,0,0,0,8,307.57677883331104,683.0813790021502,0.3611005007145652,1
