scenario,planner,trial,seed,status,completed,timed_out,robot_count,planner_calls,failed_plans,failed_robots,planning_time_ms_total,planning_time_ms_mean,simulated_duration_ms,wall_time_ms,realtime_factor,ticks,robot_collision_episodes,obstacle_collision_episodes,collision_episodes,planned_path_length_mm,travelled_distance_mm,mean_final_error_mm,max_final_error_mm,minimum_clearance_mm,dt_ms,backend,physics_validation_passed,missed_frames,max_frame_gap_ms,max_final_speed_mmps,evidence_directory,error,scenario_set,replan_policy,replan_count,replan_failures,planning_time_ms_initial,planning_time_ms_max_call,time_to_goal_ms,prediction_horizon_ms,planning_clearance_mm,planning_time_ms_p95_call,straight_line_mm,replan_period_ms,rebuild_calls,check_calls,planning_time_ms_rebuild,planning_time_ms_check,replans_active_blocked,replans_route_finished,replans_route_blocked,replans_scheduled,replans_other,direct_path_switches,path_shift_mm_mean,path_shift_mm_max,heading_change_rad_per_m,sharp_turns,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms,obstacle_episodes_obstacle_initiated,obstacle_episodes_robot_initiated
random-s0-0000,voronoi,1,0,completed,True,False,6,145,0,,53.644724999912796,0.36996362068905375,2780.000000000001,74.98319500001571,37.07497393248472,139,0,0,0,25121.943430832205,25501.88395241217,58.7977689288933,59.60738619135581,93.37329610991247,20.0,kinematic,False,0,0.0,,,,random,event,8,0,4.604983999854539,6.576478999988922,2780.000000000001,50.0,0.0,4.306173000031777,24532.51069962512,100.0,14,131,47.29431599980671,6.350409000106083,5,0,2,0,1,5,401.740387177147,750.0,0.654811990362242,4,808.3150576450889,93.37329610991247,0.0,0,0
random-s0-0000,voronoi,1,0,completed,True,False,6,748,0,,116.47362800033534,0.15571340641756062,3140.0000000000023,168.7124590000053,18.61154782884116,157,0,0,0,25121.943430832205,25453.91018716455,58.731530108819705,59.943833268408774,34.3835726272668,20.0,kinematic,False,0,0.0,,,,random,event,70,1,4.350455000007969,7.2975169999836,3140.0000000000023,150.0,0.0,0.06935900000826223,24532.51069962512,20.0,76,672,90.90485599983822,25.56877200049712,62,0,8,0,0,12,92.82612632384325,742.2351037966973,1.2647778413878352,5,293.8871923319277,34.3835726272668,0.0,0,0
random-s0-0000,voronoi,1,0,completed,True,False,6,158,0,,57.32087200067326,0.3627903291181852,3240.0000000000014,76.73076800000445,42.225564587074295,162,0,1,1,25121.943430832205,26354.090199618102,58.822610118295536,59.88826466938307,-49.87901080651227,20.0,kinematic,False,0,0.0,,,,random,event,16,2,6.687988999999561,6.535504999988007,3240.0000000000014,150.0,0.0,4.077085000005809,24532.51069962512,100.0,22,136,44.35771300001079,12.963159000662472,12,0,3,0,1,11,327.0110403767058,750.0,1.225933706774423,7,795.0518124185327,-49.87901080651227,139.99999999999983,0,1
random-s0-0000,prm,1,0,completed,True,False,6,6,0,,15.562821000060012,2.593803500010002,2780.000000000002,23.849750000010772,116.56306669875978,139,0,0,0,24813.34037345258,24415.98768194052,58.598671525453454,58.899738371847505,212.64804624184075,20.0,kinematic,False,0,0.0,,,,random,once,0,0,15.562821000060012,15.466258000003563,2780.000000000002,0.0,30.0,15.466258000003563,24532.51069962512,20.0,6,0,15.562821000060012,0,0,0,0,0,0,0,0.0,0.0,0.0350948094631807,0,680.7020006761659,212.64804624184075,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,674,0,,390.06140499952835,0.5787261201773418,2740.000000000002,431.8163830000117,6.345289590367227,137,0,0,0,24813.34037345258,24437.64964507926,58.795718293452126,59.854983258922914,36.74820403456175,20.0,kinematic,False,0,0.0,,,,random,cycle,53,5,6.802907999940544,7.419793999986268,2740.000000000002,0.0,30.0,5.630386999996517,24532.51069962512,20.0,59,615,313.7436379996643,76.31776699986403,0,0,0,53,0,4,20.145719327557803,407.5411257752987,0.1551216320858299,0,555.1760458114896,36.74820403456175,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,138,0,,82.44491200014181,0.5974268985517522,2660.000000000001,97.01482799999894,27.418489058188403,133,0,0,0,24813.34037345258,24631.199342723565,58.66376779926224,59.032780309091045,61.62384194239198,20.0,kinematic,False,0,0.0,,,,random,cycle,11,2,6.600657000035426,6.111443999998301,2660.000000000001,0.0,30.0,5.56971399998929,24532.51069962512,100.0,17,121,67.82528500002627,14.619627000115543,0,0,0,11,0,3,142.64452891454914,653.3423635397319,0.21752463869820168,0,792.4577705593571,61.62384194239198,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,718,0,,675.1646989999358,0.9403408064065958,3020.0000000000023,724.4337149999751,4.1687733984055475,151,0,0,0,24813.34037345258,25983.074897095365,58.89363434589274,59.69818027211104,33.75845634997398,20.0,kinematic,False,0,0.0,,,,random,cycle,104,29,6.3462809999919045,8.722953000017242,3020.0000000000023,50.0,30.0,5.691488999957528,24532.51069962512,20.0,110,608,598.4257480000679,76.73895099986794,0,0,0,104,0,6,36.48724133818536,750.0,0.4877776441404897,2,363.35200349343233,33.75845634997398,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,141,0,,89.22897299993338,0.6328295957442084,2920.0000000000014,104.95928699998558,27.820310936376718,146,0,0,0,24813.34037345258,24954.872349552163,58.75402989180344,59.77009289037799,36.74820403456181,20.0,kinematic,False,0,0.0,,,,random,cycle,12,5,6.556592000038108,5.935534999991887,2920.0000000000014,50.0,30.0,5.556526000020767,24532.51069962512,100.0,18,123,74.0236250000521,15.205347999881269,0,0,0,12,0,4,209.5290992417541,750.0,0.3372295325195304,1,243.44301075344663,36.74820403456181,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,714,0,,388.277119000179,0.543805488795769,3000.0000000000023,434.4846349999898,6.904732085635371,150,0,0,0,24813.34037345258,27648.15806908659,58.95610312165993,59.62821122710406,78.662716244411,20.0,kinematic,False,0,0.0,,,,random,cycle,57,98,6.721202999870002,8.948667000026944,3000.0000000000023,150.0,30.0,5.148850000011862,24532.51069962512,20.0,63,651,312.63137699977506,75.64574200040397,0,0,0,57,0,3,140.28241835908045,750.0,0.8406773743214384,6,220.905084809188,78.662716244411,0.0,0,0
random-s0-0000,prm,1,0,completed,True,False,6,142,0,,52.113481999924716,0.3669963521121459,2940.0000000000014,68.31655399997771,43.03495753021969,147,0,0,0,24813.34037345258,25367.66995004972,58.301200337387094,58.81059003403391,91.34681072853402,20.0,kinematic,False,0,0.0,,,,random,cycle,5,16,7.7749229999994895,6.841592999990098,2940.0000000000014,150.0,30.0,0.24617899998702342,24532.51069962512,100.0,11,131,36.578420000068945,15.53506199985577,0,0,0,5,0,4,390.3565988399315,676.3696961195567,0.25998366260636163,0,603.421627143335,91.34681072853402,0.0,0,0
